VersionTRD,CodigoReferencia,CodigoGeografico,CodigoSerie,Serie,CodigoSubserie,Subserie,CodigoSerieSubserie,Asunto,EstadoExpediente,FechaCierre,EstadoFaseArchivo,Volumen,NoFolios,NumeroDocumentos,FechaInicial,FechaFinal,NumeroCajaCustodioASE,NumeroCarpetaCustodioASE,Deposito,Area,Piso,TipoMobiliario,Bloque,Lado,Estante,Entrepaño,NumeroCajaFisica,NumeroCarpetaFisica,UbicacionArchivoGestion,UbicacionArchivoCentralASE,UbicacionArchivoHistorico,Unidadqueelaboró,Contenido,NumerodeOrden,NumerodeOrden,Fondo,Subfondo,Seccion,Subseccion,UnidadConservacionySoporte,ArchivoaTransferir,Observaciones,AgrupacionDocumental,Disposicion Final,NumeroCajaCustodio,NumeroCarpetaCustodio,Estado,HojaOrigen
,VRAC-FAC-AD-DF,BOG,,ACTAS,,ACTAS DEL COMITE DE INVESTIGACIONES,,COMITE DE INVESTIGACION Y ETICA,CERRADO,2015,ARCHIVO HISTORICO,6,211,,09/10/2013,28/07/2015,,,DC,,,RO,17,A,3,7,62,1126,,,B17-LA-ES3-EN7-CJ62-CP1126,DECANATURA DE LA FACULTAD,"ACTAS
COMUNICADOS
PROPUESTAS DE INVESTIGACION
10X10 HETEROTIPIAS DE LO PUBLICO
CAVERNA ARQUITECTURA VERNACULA COLOMBIANA
CONDICIONES PARA LA IMPLEMENTACION DE HUERTAS VITALES MOVILES EN ASENTAMIENTOS INFORMALES
EVALUACION DE LA SOSTENIBILIDAD AMBIENTAL EN DIFERENTES REGIONES DEL PAIS
BOGOTA INTERACCIONES URBANAS Y MOVILIDAD",7,21,PONTIFICIA UNIVERSIDAD JAVERIANA,VICERRECTORIA ACADEMICA,FACULTAD DE ARQUITECTURA Y DISEÑO,DECANATURA DE FACULTAD,CARPETA,ARCHIVO HISTORICO,,,CONSERVACION TOTAL,,,PENDIENTE,MAESTDPVRACFACADDF2018
,VRAC-FAC-AD-DF,BOG,,INFORMES,,INFORMES DE DIRECTIVOS,,INFORME DE GESTION,CERRADO,2015,ARCHIVO HISTORICO,1,30,,19/02/2013,30/01/2015,,,DC,,,RO,17,A,3,7,62,1127,,,B17-LA-ES3-EN7-CJ62-CP1127,DECANATURA DE LA FACULTAD,"INFORME DE GESTION 2015
INFORME EJECUTIVO DE GESTION 2007 A 2013
CARTAS
SOLICITUDES
ENTRE OTROS",8,22,PONTIFICIA UNIVERSIDAD JAVERIANA,VICERRECTORIA ACADEMICA,FACULTAD DE ARQUITECTURA Y DISEÑO,DECANATURA DE FACULTAD,CARPETA,ARCHIVO HISTORICO,,,CONSERVACION TOTAL,,,PENDIENTE,MAESTDPVRACFACADDF2018
,VRAC-FAC-AD-DF,BOG,,REDES DE COOPERACION,,,,COORDINACION EGRESADOS ARQUIDISEÑO,CERRADO,18/10/2016,ARCHIVO HISTORICO,2,218,,21/04/2014,18/10/2016,,,DC,,,RO,16,B,5,6,63,1128,,,B16-LB-ES5-EN6-CJ63-CP1128,DECANATURA DE LA FACULTAD,"CARTAS INVITACION CONVERSATORIOS
DOCUMENTOS DEFINICION RED DE EGRESADOS
INFORMES COMITE DE EGRESADOS
PROPUESTA PLANTEAMIENTO ORGANIZACIONAL RELACIONES CON EGRESADOS
INFORME PRIMER ENCUENTRO DE EGRESADOS
CORREOS
COMUNICADOS
ENTRE OTROS",9,23,PONTIFICIA UNIVERSIDAD JAVERIANA,VICERRECTORIA ACADEMICA,FACULTAD DE ARQUITECTURA Y DISEÑO,DECANATURA DE FACULTAD,CARPETA,ARCHIVO HISTORICO,,,CONSERVACION TOTAL,,,PENDIENTE,MAESTDPVRACFACADDF2018
,VRAC-FAC-AD-DF,BOG,,REDES DE COOPERACION,,,,COORDINACION EGRESADOS ARQUIDISEÑO,CERRADO,21/08/2014,ARCHIVO HISTORICO,1,203,,28/08/2013,21/08/2014,,,DC,,,RO,16,B,5,6,63,1129,,,B16-LB-ES5-EN6-CJ63-CP1129,DECANATURA DE LA FACULTAD,"CARTAS
CORREOS ELECTRONICOS
INVITACION CONVERSATORIOS
INVITACIONES E INFORMES PRIMER ENCUENTRO DE EGREADOS
PRESUPUESTOS
ENTRE OTROS",10,24,PONTIFICIA UNIVERSIDAD JAVERIANA,VICERRECTORIA ACADEMICA,FACULTAD DE ARQUITECTURA Y DISEÑO,DECANATURA DE FACULTAD,CARPETA,ARCHIVO HISTORICO,,,CONSERVACION TOTAL,,,PENDIENTE,MAESTDPVRACFACADDF2018
,VRAC-FAC-AD-DF,BOG,,REDES DE COOPERACION,,,,"CONVENIOS INTERINSTITUCIONALES, ACUERDOS DE COOPERACION ARQUIDISEÑO",CERRADO,2015,ARCHIVO HISTORICO,1,155,,28/02/2014,12/11/2015,,,DC,,,RO,16,B,5,6,63,1130,,,B16-LB-ES5-EN6-CJ63-CP1130,DECANATURA DE LA FACULTAD,"CARTAS
CORREOS
DOCUMENTOS TERMINACION CONVENIO CON EL CONSEJO COLOMBIANO DE CONSTRUCCION SOSTENIBLE
CARTAS CONVENIO CON EL INSTITUTO DISTRITAL DE TURISMO
DOCUMENTOS CONVENIOS (UNIVERSITA DI BOLOGNA, VAS COLOMBIA, ICEX ESPAÑA, UNIVERSIDAD DE READING)
MODELOS CONVENIOS
ENTRE OTROS",11,25,PONTIFICIA UNIVERSIDAD JAVERIANA,VICERRECTORIA ACADEMICA,FACULTAD DE ARQUITECTURA Y DISEÑO,DECANATURA DE FACULTAD,CARPETA,ARCHIVO HISTORICO,,,CONSERVACION TOTAL,,,PENDIENTE,MAESTDPVRACFACADDF2018
,VRAC-FAC-AD-DF,BOG,,REDES DE COOPERACION,,,,"CONVENIOS INTERINSTITUCIONALES, ACUERDOS DE COOPERACIÓN ARQUIDISEÑO ",CERRADO,2013,ARCHIVO HISTORICO,1,184,,12/03/2013,16/12/2013,,,DC,,,RO,16,B,5,6,63,1131,,,B16-LB-ES5-EN6-CJ63-CP1131,DECANATURA DE LA FACULTAD,"CARTAS
CORREOS
DOCUMENTOS CONVENIOS (ICEX ESPAÑA, UNIVERSIDAD DE ALCALAA UAECD, RED DE INVESTIGACIAN EN ARQUITECTURA-ANDES, TADEO, NACIONAL, SCA Y LA PUJ; ONU HABITAT, FUNDACION ROGEIO SALMONA)
MODELOS CONVENIOS
MEMORANDOS DE ENTENDIMIENTO
INFORME EJECUCION PRESUPUESTAL CONVENIO 157 DE 2010 ENTRE IDPC Y PUJ
ENTRE OTROS",12,26,PONTIFICIA UNIVERSIDAD JAVERIANA,VICERRECTORIA ACADEMICA,FACULTAD DE ARQUITECTURA Y DISEÑO,DECANATURA DE FACULTAD,CARPETA,ARCHIVO HISTORICO,,,CONSERVACION TOTAL,,,PENDIENTE,MAESTDPVRACFACADDF2018
,VRAC-FAC-AD-DF,BOG,,CORRESPONDENCIA,,CONSECUTIVO CARTAS,,CORRESPONDENCIA PROGRAMA INTERNACIONAL PEI,CERRADO,2016,ARCHIVO HISTORICO,1,225,,10/12/2012,01/10/2016,,,DC,,,RO,16,B,5,6,63,1132,,,B16-LB-ES5-EN6-CJ63-CP1132,DECANATURA DE LA FACULTAD,"INFORME PEI 1602 VENECIA, BARCELONA Y MADRID
CARTAS DE PRESENTACION ESTUDIANTES PEI EMBAJADA
CARTAS
CORREOS RELACIONADOS CON LOS CURSOS INTERSEMESTRALES
CARTAS CUMPLIMIENTO REQUISITOS CURSOS PEI
DOCUMENTO SOLAR DECHATHLON 2015
AUTORIZACION PEI 2014 POR PARTE DE LA VICERRECTORIA ACADEMICA
CRONOGRAMAS
PRESUPUESTOS
INFORMES
ENTRE OTROS",13,27,PONTIFICIA UNIVERSIDAD JAVERIANA,VICERRECTORIA ACADEMICA,FACULTAD DE ARQUITECTURA Y DISEÑO,DECANATURA DE FACULTAD,CARPETA,ARCHIVO HISTORICO,,,CONSERVACION TOTAL,,,PENDIENTE,MAESTDPVRACFACADDF2018
,VRAC-FAC-AD-DF,BOG,,CORRESPONDENCIA,,CONSECUTIVO CARTAS,,CORRESPONDENCIA DEPARTAMENTOS FACULTAD,CERRADO,26/07/2013,ARCHIVO HISTORICO,1,199,,14/01/2013,26/07/2013,,,DC,,,RO,16,B,5,6,63,1133,,,B16-LB-ES5-EN6-CJ63-CP1133,DECANATURA DE LA FACULTAD,"CARTAS
CORREOS
INFORME VIAJES
ACTAS DE EVALUACION DE DESEMPEÑO
SOLICITUDES CONVERSION DE VACANTES
SOLICITUDES CONTRATACION TEMPORALES
INFORMES PROCESO PARA OCUPAR VACANTES
SOLICITUDES DE AUTORIZACION PAGO DE HORAS CATEDRA
CARTAS DE IDONEIDAD
RESULTADOS EXCELENCIA DOCENTE
ENTRE OTROS",14,28,PONTIFICIA UNIVERSIDAD JAVERIANA,VICERRECTORIA ACADEMICA,FACULTAD DE ARQUITECTURA Y DISEÑO,DECANATURA DE FACULTAD,CARPETA,ARCHIVO HISTORICO,,,CONSERVACION TOTAL,,,PENDIENTE,MAESTDPVRACFACADDF2018
,VRAC-FAC-AD-DF,BOG,,CORRESPONDENCIA,,CONSECUTIVO CARTAS,,CORRESPONDENCIA DEPARTAMENTOS FACULTAD,CERRADO,02/07/2014,ARCHIVO HISTORICO,2,198,,30/07/2013,02/07/2014,,,DC,,,RO,16,B,5,6,63,1134,,,B16-LB-ES5-EN6-CJ63-CP1134,DECANATURA DE LA FACULTAD,"CARTAS
CORREOS
ACTAS DE EVALUACION DE DESEMPEÑO
SOLICITUD APOYO ECONOMICO CURSOS INTERSEMESTRALES
INFORMES
SOLICITUDES CONVERSION DE VACANTES
REATIVACION DE VACANTES
ACTAS COMITE DEPARTAMENTO ESTETICA
SOLICITUDES CONTRATACION TEMPORALES
INFORMES PROCESO PARA OCUPAR VACANTES
SOLICITUDES DE AUTORIZACION PAGO DE HORAS CATEDRA
ENTRE OTROS",15,29,PONTIFICIA UNIVERSIDAD JAVERIANA,VICERRECTORIA ACADEMICA,FACULTAD DE ARQUITECTURA Y DISEÑO,DECANATURA DE FACULTAD,CARPETA,ARCHIVO HISTORICO,,,CONSERVACION TOTAL,,,PENDIENTE,MAESTDPVRACFACADDF2018
,VRAC-FAC-AD-DF,BOG,,CORRESPONDENCIA,,CONSECUTIVO CARTAS,,CORRESPONDENCIA DEPARTAMENTOS FACULTAD,CERRADO,22/07/2015,ARCHIVO HISTORICO,3,208,,12/08/2014,22/07/2015,,,DC,,,RO,16,B,5,6,64,1135,,,B16-LB-ES5-EN6-CJ64-CP1135,DECANATURA DE LA FACULTAD,"CARTAS
CORREOS
SOLICITUDES CONVERSION DE VACANTES
SOLICITUDES CONTRATACION TEMPORALES
LISTADOS PROFESORES EXCELENCIA DOCENTES
SOLICITUD APOYO CURSO INTERSEMESTRAL DEPARTAMENTO ARQUITECTURA
AUTORIZACION PARA CONSULTORIA SUBCENTRO DE SEGURIDAD
SOLICITUDES DE AUTORIZACION PAGO DE HORAS CATEDRA
ENTRE OTROS",16,30,PONTIFICIA UNIVERSIDAD JAVERIANA,VICERRECTORIA ACADEMICA,FACULTAD DE ARQUITECTURA Y DISEÑO,DECANATURA DE FACULTAD,CARPETA,ARCHIVO HISTORICO,,,CONSERVACION TOTAL,,,PENDIENTE,MAESTDPVRACFACADDF2018
,VRAC-FAC-AD-DF,BOG,,CORRESPONDENCIA,,CONSECUTIVO CARTAS,,CORRESPONDENCIA DEPARTAMENTOS FACULTAD,CERRADO,15/09/2016,ARCHIVO HISTORICO,4,140,,25/08/2015,15/09/2016,,,DC,,,RO,16,B,5,6,64,1136,,,B16-LB-ES5-EN6-CJ64-CP1136,DECANATURA DE LA FACULTAD,"CARTAS
CORREOS
SOLICITUDES DE AUTORIZACION PAGO DE HORAS CATEDRA
SOLICITUD Y AUTORIZACION PRORROGA O REACTIVACION DE VACANTES
SOLICITUD SUSCRIPCION BASES DE DATOS MRS
SOLICITUD CONVERSION DE VACANTES
INFORME CONTRATACION EXTEMPORANEA DE PROFESORES HORA CATEDRA
ENTRE OTROS",17,31,PONTIFICIA UNIVERSIDAD JAVERIANA,VICERRECTORIA ACADEMICA,FACULTAD DE ARQUITECTURA Y DISEÑO,DECANATURA DE FACULTAD,CARPETA,ARCHIVO HISTORICO,,,CONSERVACION TOTAL,,,PENDIENTE,MAESTDPVRACFACADDF2018
,VRAC-FAC-AD-DF,BOG,,CORRESPONDENCIA,,CONSECUTIVO CARTAS,,DIRECCION DE GESTION HUMANA,CERRADO,2015,ARCHIVO HISTORICO,1,191,,07/12/2012,23/06/2015,,,DC,,,RO,16,B,5,6,64,1137,,,B16-LB-ES5-EN6-CJ64-CP1137,DECANATURA DE LA FACULTAD,"DEFINICION VIGENCIA DE CONTRATOS A TERMINO FIJO Y TEMPORALES
RATIFICACION VENCIMIENTO CONTRATOS
REMISION LISTADOS FIRMADOS PRIMA EXTRALEGAL ESPECIAL PERSONAL PLANTA
LISTADOS DE VACACIONES
PLANES DE MEJORAMIENTO PERSONAL ADMINISTRATIVO
TERMINACION CONTRATOS
CURSO INMERSION PERSONAL ADMINISTRATIVO
ENTRE OTROS",18,32,PONTIFICIA UNIVERSIDAD JAVERIANA,VICERRECTORIA ACADEMICA,FACULTAD DE ARQUITECTURA Y DISEÑO,DECANATURA DE FACULTAD,CARPETA,ARCHIVO HISTORICO,,,CONSERVACION TOTAL,,,PENDIENTE,MAESTDPVRACFACADDF2018
,VRAC-FAC-AD-DF,BOG,,CORRESPONDENCIA,,CONSECUTIVO CARTAS,,DIRECCION DE GESTION HUMANA,CERRADO,2016,ARCHIVO HISTORICO,2,126,,03/07/2015,15/12/2016,,,DC,,,RO,16,B,5,6,64,1138,,,B16-LB-ES5-EN6-CJ64-CP1138,DECANATURA DE LA FACULTAD,"DEFINICION VIGENCIA DE CONTRATOS A TERMINO FIJO Y TEMPORALES
RATIFICACION VENCIMIENTO CONTRATOS
REMISION LISTADOS FIRMADOS PRIMA EXTRALEGAL ESPECIAL PERSONAL PLANTA
LISTADOS DE VACACIONES
TERMINACIÓN CONTRATOS
RESPUESTA APOYO ESTUDIOS DE MAESTRIA PERSONAL ADMINISTRATIVO
LLAMADOS DE ATENCION
SOLICITUD PARA APROBAR CARGO TEMPORAL AUXILIAR TALLER DE DISEÑO
PLANES DE MEJORAMIENTO PERSONAL ADMINISTRATIVO
SOLICITUD DE PERMISOS
LICENCIAS PERSONAL ADMINISTRATIVO
ENTRE OTROS",19,33,PONTIFICIA UNIVERSIDAD JAVERIANA,VICERRECTORIA ACADEMICA,FACULTAD DE ARQUITECTURA Y DISEÑO,DECANATURA DE FACULTAD,CARPETA,ARCHIVO HISTORICO,,,CONSERVACION TOTAL,,,PENDIENTE,MAESTDPVRACFACADDF2018
,VRAC-FAC-AD-DF,BOG,,CORRESPONDENCIA,,CONSECUTIVO CARTAS,,CORRESPONDENCIA RECTORIA,CERRADO,2016,ARCHIVO HISTORICO,1,163,,02/03/2010,09/06/2016,,,DC,,,RO,16,B,5,6,64,1139,,,B16-LB-ES5-EN6-CJ64-CP1139,DECANATURA DE LA FACULTAD,"CARTAS
CORREOS
CARTAS JORNADA DE REFLEXION UNIVERSITARIA
INVITACIONES
SOLICITUDES DE CONSULTORIAS EXTERNAS REMITIDAS POR EL RECTOR
CARTAS RECONOCIMIENTOS PRUEBAS SABER PRO
CORREOS REFORMA ESTATUTOS
CONSULTAR PARA SUGERIR DECANO ENCARGADO
CARTA AGRADECIMIENTO DECANO DEL MEDIO UNIVERSITARIO
PRESENTACION PROYECTOS
CONVOCATORIA PROYECTOS DE PRESUPUESTO SOCIAL SAN FRANCISCO
CARTAS DE AGRADECIMIENTO
REFORMA ESTATUTUARIA 2013
QUEJA ESTUDIANTES  SOBRE INFRAESTRUCTURA Y TECNOLOGIA FACULTAD
REACTIVACION VACANTE DE DISEÑO
ENTRE OTROS",20,34,PONTIFICIA UNIVERSIDAD JAVERIANA,VICERRECTORIA ACADEMICA,FACULTAD DE ARQUITECTURA Y DISEÑO,DECANATURA DE FACULTAD,CARPETA,ARCHIVO HISTORICO,,,CONSERVACION TOTAL,,,PENDIENTE,MAESTDPVRACFACADDF2018
,VRAC-FAC-AD-DF,BOG,,CORRESPONDENCIA,,CONSECUTIVO CARTAS,,CORRESPONDENCIA VICERRECTORIA ACADEMICA,CERRADO,2016,ARCHIVO HISTORICO,1,125,,16/01/2013,09/12/2016,,,DC,,,RO,16,B,5,6,64,1140,,,B16-LB-ES5-EN6-CJ64-CP1140,DECANATURA,"CARTAS
CORREOS
CARTAS JORNADA DE REFLEXION UNIVERSITARIA
INVITACIONES
SOLICITUDES DE CONSULTORIAS EXTERNAS REMITIDAS POR EL RECTOR
CARTAS RECONOCIMIENTOS PRUEBAS SABER PRO
CORREOS REFORMA ESTATUTOS
CONSULTAR PARA SUGERIR DECANO ENCARGADO
CARTA AGRADECIMIENTO DECANO DEL MEDIO UNIVERSITARIO
PRESENTACION PROYECTOS CONVOCATORIA PROYECTOS DE PRESUPUESTO SOCIAL SAN FRANCISCO
CARTAS DE AGRADECIMIENTO
REFORMA ESTATUTUARIA 2013
QUEJA ESTUDIANTES  SOBRE INFRAESTRUCTURA Y TECNOLOGIA FACULTAD
REACTIVACION VACANTE DE DISEÑO
ENTRE OTROS",21,35,PONTIFICIA UNIVERSIDAD JAVERIANA,VICERRECTORIA ACADEMICA,FACULTAD DE ARQUITECTURA Y DISEÑO,DECANATURA DE FACULTAD,CARPETA,ARCHIVO HISTORICO,,,CONSERVACION TOTAL,,,PENDIENTE,MAESTDPVRACFACADDF2018
,VRAC-FAC-AD-DF,BOG,,CORRESPONDENCIA,,CONSECUTIVO CARTAS,,CORRESPONDENCIA VICERRECTORIA DE EXTENSION Y RELACIONES INTERINSTITUCIONALES,CERRADO,2016,ARCHIVO HISTORICO,1,76,,31/01/2013,13/06/2016,,,DC,,,RO,16,B,5,6,64,1141,,,B16-LB-ES5-EN6-CJ64-CP1141,DECANATURA,"DOCUMENTOS CREACION SEMILLEROS DE INVESTIGACION
CARTAS DE AVAL PARTICIPACION PROFESORES EN PROYECTOS DE OTRAS FACULTADES
PRORROGAS PARA TERMINACION DE PROYECTOS
REVISION DOCUMENTO POLITICA DE INVESTIGACION
INNOVACION Y CREACION ARTISTICA UNIVERSIDAD
CARTAS
INVITACIONES
ENTRE OTROS",22,36,PONTIFICIA UNIVERSIDAD JAVERIANA,VICERRECTORIA ACADEMICA,FACULTAD DE ARQUITECTURA Y DISEÑO,DECANATURA DE FACULTAD,CARPETA,ARCHIVO HISTORICO,,,CONSERVACION TOTAL,,,PENDIENTE,MAESTDPVRACFACADDF2018
,VRAC-FAC-AD-DF,BOG,,CORRESPONDENCIA,,CONSECUTIVO CARTAS,,CORRESPONDENCIA VICERRECTORIA DE EXTENSION Y RELACIONES INTERINSTITUCIONALES,CERRADO,2016,ARCHIVO HISTORICO,2,116,,22/01/2013,07/09/2016,,,DC,,,RO,16,B,5,EN6,64,1142,,,B16-LB-ES5-EN6-CJ64-CP1142,DECANATURA,"COMUNICADOS ELECCION MIEMBROS AL CONSEJO
CARTAS ESTUDIANTES QUE REALIZAN PRACTICAS INTERNACIONALES
BOLETINES VERI
CORREOS
AVAL DIPLAMADOS
ESTUDIANTES PARA PARTICIPAR EN CONVENIO DE DOBLE TITULACION CON EL POLITECNICO DE TORINO
ADICIONES PRESUPUESTAL
INVITACIONES
PRESENTACION ESTUDIANTES CURSOS INTERSMESTRAL PARA VISADO SCHENGEN
ENTRE OTROS",23,37,PONTIFICIA UNIVERSIDAD JAVERIANA,VICERRECTORIA ACADEMICA,FACULTAD DE ARQUITECTURA Y DISEÑO,DECANATURA DE FACULTAD,CARPETA,ARCHIVO HISTORICO,,,CONSERVACION TOTAL,,,PENDIENTE,MAESTDPVRACFACADDF2018
,VRAC-FAC-AD-DF,BOG,,CORRESPONDENCIA,,CONSECUTIVO CARTAS,,PROGRAMAS DE PREGRADO,CERRADO,2013,ARCHIVO HISTORICO,1,100,,25/01/2013,15/10/2013,,,DC,,,RO,16,B,5,EN6,64,1143,,,B16-LB-ES5-EN6-CJ64-CP1143,DECANATURA,"CARTAS DE SOLICITUD DE TRASLADO ENTRE PROGRAMAS
REPORTE POSIBLE PLAGIO EN EL CURSO INVESTIGACION DE PRUEBAS DE PRODUCTO
CAROLINA DAZA
ENTREGA DOCUMENTOS PARA LA ACREDITACION DE LA CARREA DE ARQUITECTURA ANTE EL CNA
ENTRE OTROS",24,38,PONTIFICIA UNIVERSIDAD JAVERIANA,VICERRECTORIA ACADEMICA,FACULTAD DE ARQUITECTURA Y DISEÑO,DECANATURA DE FACULTAD,CARPETA,ARCHIVO HISTORICO,,,CONSERVACION TOTAL,,,PENDIENTE,MAESTDPVRACFACADDF2018
,VRAC-FAC-AD-DF,BOG,,CORRESPONDENCIA,,CONSECUTIVO CARTAS,,PROGRAMAS DE PREGRADO,CERRADO,2016,ARCHIVO HISTORICO,3,141,,16/01/2013,13/01/2016,,,DC,,,RO,16,B,5,EN6,CJ65,1144,,,B16-LB-ES5-EN6-CJ65-CP1144,DECANATURA,"DOCUMENTOS CONCURSO OTTO DE GREIFF
INFORME DE ADMISIONES
RESEVAS DE CUPO
DOCUMENTO GUIA PARA EL DESARRO DE LAS PRACTICAS PREPROFESIONALES
PROPUESTA CREACION PREGRADO EN DISEÑO DE COMUNICACION VISUAL
EVALUACION PROYECTOS PARA MENCION DE HONOR
LEVANTAMIENTO DE PREREQUISITO DE IDIOMA
RETIRO ASOCIACION RED ACADEMICA DE DISEÑO
DESIGNACION CIELO QUIÑONES PARA CONVOCATORIA ELECCION PROGRAMAS DE DISEÑO DEL PAIS
ENTRE OTROS",25,39,PONTIFICIA UNIVERSIDAD JAVERIANA,VICERRECTORIA ACADEMICA,FACULTAD DE ARQUITECTURA Y DISEÑO,DECANATURA DE FACULTAD,CARPETA,ARCHIVO HISTORICO,,,CONSERVACION TOTAL,,,PENDIENTE,MAESTDPVRACFACADDF2018
,VRAC-FAC-AD-DF,BOG,,CORRESPONDENCIA,,CONSECUTIVO CARTAS,,PROGRAMAS DE PREGRADO,CERRADO,2013,ARCHIVO HISTORICO,2,127,,06/02/2013,29/11/2013,,,DC,,,RO,16,B,5,EN6,65,1145,,,B16-LB-ES5-EN6-CJ65-CP1145,DECANATURA,"CARTAS DE ENTREGA Y RECPECION DE PUBLICACIONES
INVITACIONES
CORREOS ELECTRONICOS
ENTRE OTROS",26,40,PONTIFICIA UNIVERSIDAD JAVERIANA,VICERRECTORIA ACADEMICA,FACULTAD DE ARQUITECTURA Y DISEÑO,DECANATURA DE FACULTAD,CARPETA,ARCHIVO HISTORICO,,,CONSERVACION TOTAL,,,PENDIENTE,MAESTDPVRACFACADDF2018
,VRAC-FAC-AD-DF,BOG,,CORRESPONDENCIA,,CONSECUTIVO CARTAS,,CORRESPONDENCIA INTERNA OTRAS DEPENDENCIAS DE LA UNIVERSIDAD,CERRADO,2016,ARCHIVO HISTORICO,1,144,,15/01/2013,02/11/2016,,,DC,,,RO,16,B,5,EN6,65,1146,,,B16-LB-ES5-EN6-CJ65-CP1146,DECANATURA,"CARTAS
CORREOS ELECTRONICOS
SOLICITUDES VARIAS
INVITACIONES
PRESENTACION DE INFORMES
INFORMES DE OBRAS OFICINA DE CONSTRUCCIONES
INFORME EJECUCION PRESUPUESTAL BIBLIOTECA
ENTRE OTROS",27,41,PONTIFICIA UNIVERSIDAD JAVERIANA,VICERRECTORIA ACADEMICA,FACULTAD DE ARQUITECTURA Y DISEÑO,DECANATURA DE FACULTAD,CARPETA,ARCHIVO HISTORICO,,,CONSERVACION TOTAL,,,PENDIENTE,MAESTDPVRACFACADDF2018
,VRAC-FAC-AD-DF,BOG,,CORRESPONDENCIA,,CONSECUTIVO CARTAS,,DECANATURA Y SECRETARIA DE FACULTAD,CERRADO,2016,ARCHIVO HISTORICO,1,168,,03/12/2012,26/10/2016,,,DC,,,RO,16,B,5,EN6,65,1147,,,B16-LB-ES5-EN6-CJ65-CP1147,DECANATURA,"CARTAS
CORREOS
SOLICITUD SERVICIOS DE REMODELACION
PROCESOS DE EVALUACION DIRECTIVOS
ENTREGA CARGO DECANO ACADEMICO
DOCUMENTOS PROYECTO CAPILLA HUSI
CARTAS NOMBRAMIENTOS MIEMBROS DEL CONSEJO
COMUNICADOS A LA PLANTA
CARTA CONVOCATORIA ELECCION MIEMBROS DEL CONSEJO
SOLICITUDES PERSONAL ADMINISTRATIVO
PERMISOS
ENTRE OTROS",28,42,PONTIFICIA UNIVERSIDAD JAVERIANA,VICERRECTORIA ACADEMICA,FACULTAD DE ARQUITECTURA Y DISEÑO,DECANATURA DE FACULTAD,CARPETA,ARCHIVO HISTORICO,,,CONSERVACION TOTAL,,,PENDIENTE,MAESTDPVRACFACADDF2018
,VRAC-FAC-AD-DF,BOG,,CORRESPONDENCIA,,CONSECUTIVO CARTAS,,INSTITUTOS FACULTAD,CERRADO,2016,ARCHIVO HISTORICO,1,104,,14/02/2013,26/01/2016,,,DC,,,RO,16,B,5,EN6,65,1148,,,B16-LB-ES5-EN6-CJ65-CP1148,DECANATURA,"CARTAS
CORREOS ELECTRONICOS
PROPUESTA CONTINUIDAD INJAVIU
OBSERVACIONES DOCUMENTO RE ORGANIZACION DE LOS INSTITUTOS Y CENTROS DE INVESTIGACION
 CARTAS DE INTERES PROYECTOS
INVITACIONES PARTICIPACION EN PROYECTOS
ENTRE OTROS",29,43,PONTIFICIA UNIVERSIDAD JAVERIANA,VICERRECTORIA ACADEMICA,FACULTAD DE ARQUITECTURA Y DISEÑO,DECANATURA DE FACULTAD,CARPETA,ARCHIVO HISTORICO,,,CONSERVACION TOTAL,,,PENDIENTE,MAESTDPVRACFACADDF2018
,VRAC-FAC-AD-DF,BOG,,CORRESPONDENCIA,,CONSECUTIVO CARTAS,,PROGRAMA DE EDUCACION CONTINUA,CERRADO,2013,ARCHIVO HISTORICO,1,14,,08/11/2010,10/10/2013,,,DC,,,RO,16,B,5,EN6,65,1149,,,B16-LB-ES5-EN6-CJ65-CP1149,DECANATURA,"PROPUESTA DE CURSOS DIPLOMADOS
PROGRAMACION EDUCACION CONTINUA
CORREOS ELECTRONICOS
MEMORANDOS
ENTRE OTROS",30,44,PONTIFICIA UNIVERSIDAD JAVERIANA,VICERRECTORIA ACADEMICA,FACULTAD DE ARQUITECTURA Y DISEÑO,DECANATURA DE FACULTAD,CARPETA,ARCHIVO HISTORICO,,,CONSERVACION TOTAL,,,PENDIENTE,MAESTDPVRACFACADDF2018
,VRAC-FAC-AD-PEI,BOG,,CURSOS PREUNIVERSITARIOS E INTERSEMESTRALES,,CURSOS INTERSEMESTRALES,,CURSO INTERSEMESTRAL PEI ARGENTINA 2013,CERRADO,2013,ARCHIVO HISTORICO,1,63,,25/09/2013,02/10/2013,,,DC,,,RO,16,B,5,7,66,1150,,,B16-LB-ES5-EN7-CJ66-CP1150,PROGRAMA DE EXPERIENCIAS INTERNACIONALES PEI,PROPUESTA PROGRAMA ACADEMICO Y COMUNICACIONES,1,45,PONTIFICIA UNIVERSIDAD JAVERIANA,VICERRECTORIA ACADEMICA,FACULTAD DE ARQUITECTURA Y DISEÑO,PROGRAMA DE EXPERIENCIAS INTERNACIONALES PEI,CARPETA,ARCHIVO HISTORICO,,CONSERVACION TOTAL,,,,PENDIENTE,MAESTDPVRACFACADPEI2019
