VersionTRD,CodigoReferencia,CodigoGeografico,CodigoSerie,Serie,CodigoSubserie,Subserie,CodigoSerieSubserie,Asunto,EstadoExpediente,FechaCierre,EstadoFaseArchivo,Volumen,NoFolios,NumeroDocumentos,FechaInicial,FechaFinal,NumeroCajaCustodioASE,NumeroCarpetaCustodioASE,Deposito,Area,Piso,TipoMobiliario,Bloque,Lado,Estante,Entrepaño,NumeroCajaFisica,NumeroCarpetaFisica,UbicacionArchivoGestion,UbicacionArchivoCentralASE,UbicacionArchivoHistorico,Unidadqueelaboró,Contenido,NumerodeOrden,NumerodeOrden,Fondo,Subfondo,Seccion,Subseccion,UnidadConservacionySoporte,ArchivoaTransferir,Observaciones,AgrupacionDocumental,Disposicion Final,NumeroCajaCustodio,NumeroCarpetaCustodio,Estado,HojaOrigen
,VRAC-FAC-AD-PEI,BOG,,CURSOS PREUNIVERSITARIOS E INTERSEMESTRALES,,CURSOS INTERSEMESTRALES,,CURSO INTERSEMESTRAL PEI ESPAÑA 2013,CERRADO,2013,ARCHIVO HISTORICO,2,130,,23/05/2013,30/10/2013,,,DC,,,RO,16,B,5,7,66,1151,,,B16-LB-ES5-EN7-CJ66-CP1151,PROGRAMA DE EXPERIENCIAS INTERNACIONALES PEI,"PROGRAMA ACADEMICO
LISTA DE PARTICIPANTES Y COMUNICACIONES",2,46,PONTIFICIA UNIVERSIDAD JAVERIANA,VICERRECTORIA ACADEMICA,FACULTAD DE ARQUITECTURA Y DISEÑO,PROGRAMA DE EXPERIENCIAS INTERNACIONALES PEI,CARPETA,ARCHIVO HISTORICO,,CONSERVACION TOTAL,,,,PENDIENTE,MAESTDPVRACFACADPEI2019
,VRAC-FAC-AD-PEI,BOG,,EVENTOS,,EVENTOS INSTITUCIONALES,,CLASE PROYECTO NUEVOS TERRITORIOS Y WORKSHOPS 2013,CERRADO,2013,ARCHIVO HISTORICO,1,163,,30/01/2013,15/11/2013,,,DC,,,RO,16,B,5,7,66,1152,,,B16-LB-ES5-EN7-CJ66-CP1152,PROGRAMA DE EXPERIENCIAS INTERNACIONALES PEI,"PROGRAMA
LISTA DE PARTICIPANTES
LISTA DE CLASE
ACTIVIDADES",3,47,PONTIFICIA UNIVERSIDAD JAVERIANA,VICERRECTORIA ACADEMICA,FACULTAD DE ARQUITECTURA Y DISEÑO,PROGRAMA DE EXPERIENCIAS INTERNACIONALES PEI,CARPETA,ARCHIVO HISTORICO,,CONSERVACION TOTAL,,,,PENDIENTE,MAESTDPVRACFACADPEI2019
,VRAC-FAC-AD-PEI,BOG,,CURSOS PREUNIVERSITARIOS E INTERSEMESTRALES,,CURSOS INTERSEMESTRALES,,CURSO INTERSEMESTRAL PEI ARGENTINA 2014,CERRADO,2015,ARCHIVO HISTORICO,1,170,,26/09/2014,27/01/2015,,,DC,,,RO,16,B,5,7,66,1153A,,,B16-LB-ES5-EN7-CJ66-CP1153A,PROGRAMA DE EXPERIENCIAS INTERNACIONALES PEI,"PROGRAMA ACADEMICO
LISTA DE PARTICIPANTES Y COMUNICACIONES",4,48,PONTIFICIA UNIVERSIDAD JAVERIANA,VICERRECTORIA ACADEMICA,FACULTAD DE ARQUITECTURA Y DISEÑO,PROGRAMA DE EXPERIENCIAS INTERNACIONALES PEI,CARPETA,ARCHIVO HISTORICO,,CONSERVACION TOTAL,,,,PENDIENTE,MAESTDPVRACFACADPEI2019
,VRAC-FAC-AD-PEI,BOG,,CURSOS PREUNIVERSITARIOS E INTERSEMESTRALES,,CURSOS INTERSEMESTRALES,,CURSO INTERSEMESTRAL PEI RHODE ISLAND 2014,CERRADO,2014,ARCHIVO HISTORICO,1,109,,22/04/2014,01/08/2014,,,DC,,,RO,16,B,5,7,66,1154,,,B16-LB-ES5-EN7-CJ66-CP1154,PROGRAMA DE EXPERIENCIAS INTERNACIONALES PEI,"PROGRAMA ACADEMICO
LISTA DE PARTICIPANTES Y COMUNICACIONES",5,49,PONTIFICIA UNIVERSIDAD JAVERIANA,VICERRECTORIA ACADEMICA,FACULTAD DE ARQUITECTURA Y DISEÑO,PROGRAMA DE EXPERIENCIAS INTERNACIONALES PEI,CARPETA,ARCHIVO HISTORICO,,CONSERVACION TOTAL,,,,PENDIENTE,MAESTDPVRACFACADPEI2019
,VRAC-FAC-AD-PEI,BOG,,CURSOS PREUNIVERSITARIOS E INTERSEMESTRALES,,CURSOS INTERSEMESTRALES,,CURSO INTERSEMESTRAL PEI ESPAÑA 2014,CERRADO,2014,ARCHIVO HISTORICO,1,128,,22/04/2014,21/07/2014,,,DC,,,RO,16,B,5,7,66,1155,,,B16-LB-ES5-EN7-CJ66-CP1155,PROGRAMA DE EXPERIENCIAS INTERNACIONALES PEI,"PROGRAMA ACADEMICO
LISTA DE PARTICIPANTES Y COMUNICACIONES",6,50,PONTIFICIA UNIVERSIDAD JAVERIANA,VICERRECTORIA ACADEMICA,FACULTAD DE ARQUITECTURA Y DISEÑO,PROGRAMA DE EXPERIENCIAS INTERNACIONALES PEI,CARPETA,ARCHIVO HISTORICO,,CONSERVACION TOTAL,,,,PENDIENTE,MAESTDPVRACFACADPEI2019
,VRAC-FAC-AD-PEI,BOG,,EVENTOS,,EVENTOS INSTITUCIONALES,,CLASE PROYECTO NUEVOS TERRITORIOS Y WORKSHOPS 2014,CERRADO,2014,ARCHIVO HISTORICO,1,196,,21/01/2014,24/08/2014,,,DC,,,RO,16,B,5,7,66,1156,,,B16-LB-ES5-EN7-CJ66-CP1156,PROGRAMA DE EXPERIENCIAS INTERNACIONALES PEI,"PROGRAMA
LISTA DE PARTICIPANTES
LISTA DE CLASE
ACTIVIDADES",7,51,PONTIFICIA UNIVERSIDAD JAVERIANA,VICERRECTORIA ACADEMICA,FACULTAD DE ARQUITECTURA Y DISEÑO,PROGRAMA DE EXPERIENCIAS INTERNACIONALES PEI,CARPETA,ARCHIVO HISTORICO,,CONSERVACION TOTAL,,,,PENDIENTE,MAESTDPVRACFACADPEI2019
,VRAC-FAC-AD-PEI,BOG,,PROYECTOS,,PROYECTOS DE INVESTIGACION EXTERNOS,,CONCURSO INTERNACIONAL SOLAR DECATHLON SDLAC 2014 A 2015,CERRADO,2014,ARCHIVO HISTORICO,1,122,,04/08/2014,24/10/2014,,,DC,,,RO,16,B,5,7,66,1157,,,B16-LB-ES5-EN7-CJ66-CP1157,PROGRAMA DE EXPERIENCIAS INTERNACIONALES PEI,"PROPUESTAS
AVANCES
FORMATO DE REGISTRO
CREACION DE CODIGOS
CONVENIOS
POLIZAS
COMUNICACIONES Y PARTICIPANTES",8,52,PONTIFICIA UNIVERSIDAD JAVERIANA,VICERRECTORIA ACADEMICA,FACULTAD DE ARQUITECTURA Y DISEÑO,PROGRAMA DE EXPERIENCIAS INTERNACIONALES PEI,CARPETA,ARCHIVO HISTORICO,,CONSERVACION TOTAL,,,,PENDIENTE,MAESTDPVRACFACADPEI2019
,VRAC-FAC-AD-PEI,BOG,,PROYECTOS,,PROYECTOS DE INVESTIGACION EXTERNOS,,CONCURSO INTERNACIONAL SOLAR DECATHLON SDLAC 2014 A 2015 (1/3),CERRADO,2015,ARCHIVO HISTORICO,1,200,,01/02/2015,20/12/2015,,,DC,,,RO,16,B,5,7,66,1158,,,B16-LB-ES5-EN7-CJ66-CP1158,PROGRAMA DE EXPERIENCIAS INTERNACIONALES PEI,"PROPUESTAS
AVANCES
FORMATO DE REGISTRO
CREACION DE CODIGOS
CONVENIOS
POLIZAS
COMUNICACIONES Y PARTICIPANTES",9,53,PONTIFICIA UNIVERSIDAD JAVERIANA,VICERRECTORIA ACADEMICA,FACULTAD DE ARQUITECTURA Y DISEÑO,PROGRAMA DE EXPERIENCIAS INTERNACIONALES PEI,CARPETA,ARCHIVO HISTORICO,,CONSERVACION TOTAL,,,,PENDIENTE,MAESTDPVRACFACADPEI2019
,VRAC-FAC-AD-PEI,BOG,,PROYECTOS,,PROYECTOS DE INVESTIGACION EXTERNOS,,CONCURSO INTERNACIONAL SOLAR DECATHLON SDLAC 2014 A 2015 (2/3),CERRADO,2015,ARCHIVO HISTORICO,1,124,,01/02/2015,20/12/2015,,,DC,,,RO,16,B,5,7,67,1159,,,B16-LB-ES5-EN7-CJ67-CP1159,PROGRAMA DE EXPERIENCIAS INTERNACIONALES PEI,"PROPUESTAS
AVANCES
FORMATO DE REGISTRO
CREACION DE CODIGOS
CONVENIOS
POLIZAS
COMUNICACIONES Y PARTICIPANTES",10,54,PONTIFICIA UNIVERSIDAD JAVERIANA,VICERRECTORIA ACADEMICA,FACULTAD DE ARQUITECTURA Y DISEÑO,PROGRAMA DE EXPERIENCIAS INTERNACIONALES PEI,CARPETA,ARCHIVO HISTORICO,,CONSERVACION TOTAL,,,,PENDIENTE,MAESTDPVRACFACADPEI2019
,VRAC-FAC-AD-PEI,BOG,,PROYECTOS,,PROYECTOS DE INVESTIGACION EXTERNOS,,CONCURSO INTERNACIONAL SOLAR DECATHLON SDLAC 2014 A 2015 (3/3),CERRADO,2015,ARCHIVO HISTORICO,1,131,,01/02/2015,20/12/2015,,,DC,,,RO,16,B,5,7,67,1160,,,B16-LB-ES5-EN7-CJ67-CP1160,PROGRAMA DE EXPERIENCIAS INTERNACIONALES PEI,"PROPUESTAS
AVANCES
FORMATO DE REGISTRO
CREACION DE CODIGOS
CONVENIOS
POLIZAS
COMUNICACIONES Y PARTICIPANTES",11,55,PONTIFICIA UNIVERSIDAD JAVERIANA,VICERRECTORIA ACADEMICA,FACULTAD DE ARQUITECTURA Y DISEÑO,PROGRAMA DE EXPERIENCIAS INTERNACIONALES PEI,CARPETA,ARCHIVO HISTORICO,,CONSERVACION TOTAL,,,,PENDIENTE,MAESTDPVRACFACADPEI2019
,VRAC-FAC-AD-PEI,BOG,,CURSOS PREUNIVERSITARIOS E INTERSEMESTRALES,,CURSOS INTERSEMESTRALES,,CURSO INTERSEMESTRAL PEI ESPAÑA 2015,CERRADO,2015,ARCHIVO HISTORICO,1,135,,01/03/2015,21/07/2015,,,DC,,,RO,16,B,5,7,67,1161,,,B16-LB-ES5-EN7-CJ67-CP1161,PROGRAMA DE EXPERIENCIAS INTERNACIONALES PEI,"PROGRAMA ACADEMICO
LISTA DE PARTICIPANTES Y COMUNICACIONES",12,56,PONTIFICIA UNIVERSIDAD JAVERIANA,VICERRECTORIA ACADEMICA,FACULTAD DE ARQUITECTURA Y DISEÑO,PROGRAMA DE EXPERIENCIAS INTERNACIONALES PEI,CARPETA,ARCHIVO HISTORICO,,CONSERVACION TOTAL,,,,PENDIENTE,MAESTDPVRACFACADPEI2019
,VRAC-FAC-AD-PEI,BOG,,CURSOS PREUNIVERSITARIOS E INTERSEMESTRALES,,CURSOS INTERSEMESTRALES,,CURSO INTERSEMESTRAL ETSAB SUMMER SCHOOL PISO PILOTO 2015,CERRADO,2015,ARCHIVO HISTORICO,1,51,,10/03/2015,31/07/2015,,,DC,,,RO,16,B,5,7,67,1162,,,B16-LB-ES5-EN7-CJ67-CP1162,PROGRAMA DE EXPERIENCIAS INTERNACIONALES PEI,"PROGRAMA ACADEMICO
LISTA DE PARTICIPANTES Y COMUNICACIONES",13,57,PONTIFICIA UNIVERSIDAD JAVERIANA,VICERRECTORIA ACADEMICA,FACULTAD DE ARQUITECTURA Y DISEÑO,PROGRAMA DE EXPERIENCIAS INTERNACIONALES PEI,CARPETA,ARCHIVO HISTORICO,,CONSERVACION TOTAL,,,,PENDIENTE,MAESTDPVRACFACADPEI2019
,VRAC-FAC-AD-PEI,BOG,,EVENTOS,,EVENTOS INSTITUCIONALES,,CLASE PROYECTO NUEVOS TERRITORIOS Y WORKSHOPS 2015,CERRADO,2015,ARCHIVO HISTORICO,1,122,,21/01/2015,15/12/2015,,,DC,,,RO,16,B,5,7,67,1163,,,B16-LB-ES5-EN7-CJ67-CP1163,PROGRAMA DE EXPERIENCIAS INTERNACIONALES PEI,"PROGRAMA
LISTA DE PARTICIPANTES
LISTA DE CLASE
ACTIVIDADES",14,58,PONTIFICIA UNIVERSIDAD JAVERIANA,VICERRECTORIA ACADEMICA,FACULTAD DE ARQUITECTURA Y DISEÑO,PROGRAMA DE EXPERIENCIAS INTERNACIONALES PEI,CARPETA,ARCHIVO HISTORICO,,CONSERVACION TOTAL,,,,PENDIENTE,MAESTDPVRACFACADPEI2019
,VRAC-FAC-AD-PRE-CAR,BOG,,ACREDITACION,,ACREDITACION DE PROGRAMAS ACADEMICOS,,ACREDITACION INTERNACIONAL ANTE EL ACREDITATION INTERNATIONAL ROYAL INSTITUTE OF BRITISH ARCHITECTS RIBA,CERRADO,2004,ARCHIVO HISTORICO,1,101,,02/02/2004,09/08/2004,,,DC,,,RO,21,A,3,4,69,1184,,,B21-LA-ES3-EN4-CJ69-CP1184,CARRERA ARQUITECTURA,"COMUNICADOS OFICIALES
DOCUMENTO PARA LA ACREDITACION
SYLLABUS DEL PROGRAMA",1,59,PONTIFICIA UNIVERSIDAD JAVERIANA,VICERRECTORIA ACADEMICA,FACULTAD DE ARQUITECTURA Y DISEÑO,CARRERA DE ARQUITECTURA,CARPETA,ARCHIVO HISTORICO,,,CONSERVACION TOTAL,,,PENDIENTE,MAESTDPVRACFACADPRECAR2023
,VRAC-FAC-AD-PRE-CAR,BOG,,ACREDITACION,,ACREDITACION DE PROGRAMAS ACADEMICOS,,ACREDITACION INTERNACIONAL ANTE EL ACREDITATION INTERNACIONAL ROYAL INSTITUTE OF BRITISH ARCHITECTS RIBA,CERRADO,2005,ARCHIVO HISTORICO,1,97,,01/04/2004,27/05/2005,,,DC,,,RO,21,A,3,4,69,1185,,,B21-LA-ES3-EN4-CJ69-CP1185,CARRERA ARQUITECTURA,"COMUNICADOS OFICIALES
DOCUMENTO PARA LA ACREDITACION
SYLLABUS DEL PROGRAMA
CORREOS ELECTRONICOS",2,60,PONTIFICIA UNIVERSIDAD JAVERIANA,VICERRECTORIA ACADEMICA,FACULTAD DE ARQUITECTURA Y DISEÑO,CARRERA DE ARQUITECTURA,CARPETA,ARCHIVO HISTORICO,,,CONSERVACION TOTAL,,,PENDIENTE,MAESTDPVRACFACADPRECAR2023
,VRAC-FAC-AD-PRE-CAR,BOG,,ACREDITACION,,ACREDITACION DE PROGRAMAS ACADEMICOS,,ACREDITACION INTERNACIONAL ANTE EL ACREDITATION INTERNATIONAL ROYAL INSTITUTE OF BRITISH ARCHITECTS RIBA,CERRADO,2005,ARCHIVO HISTORICO,2,83,,01/09/2004,16/08/2005,,,DC,,,RO,21,A,3,4,69,1186,,,B21-LA-ES3-EN4-CJ69-CP1186,CARRERA ARQUITECTURA,"COMUNICADOS OFICIALES
DOCUMENTO PARA LA ACREDITACION
SYLLABUS DEL PROGRAMA
CORREOS ELECTRONICOS",3,61,PONTIFICIA UNIVERSIDAD JAVERIANA,VICERRECTORIA ACADEMICA,FACULTAD DE ARQUITECTURA Y DISEÑO,CARRERA DE ARQUITECTURA,CARPETA,ARCHIVO HISTORICO,,,CONSERVACION TOTAL,,,PENDIENTE,MAESTDPVRACFACADPRECAR2023
,VRAC-FAC-AD-PRE-CAR,BOG,,ACREDITACION,,ACREDITACION DE PROGRAMAS ACADEMICOS,,ACREDITACION INTERNACIONAL ANTE EL ACREDITATION INTERNATIONAL ROYAL INSTITUTE OF BRITISH ARCHITECTS  RIBA (1/2),CERRADO,2006,ARCHIVO HISTORICO,1,200,,12/01/2005,08/03/2006,,,DC,,,RO,21,A,3,4,69,1187,,,B21-LA-ES3-EN4-CJ69-CP1187,CARRERA ARQUITECTURA,"COMUNICADOS OFICIALES
DOCUMENTO PARA LA ACREDITACION
SYLLABUS DEL PROGRAMA
CORREOS ELECTRONICOS",4,62,PONTIFICIA UNIVERSIDAD JAVERIANA,VICERRECTORIA ACADEMICA,FACULTAD DE ARQUITECTURA Y DISEÑO,CARRERA DE ARQUITECTURA,CARPETA,ARCHIVO HISTORICO,CARPETA 1 DE 2,,CONSERVACION TOTAL,,,PENDIENTE,MAESTDPVRACFACADPRECAR2023
,VRAC-FAC-AD-PRE-CAR,BOG,,ACREDITACION,,ACREDITACION DE PROGRAMAS ACADEMICOS,,ACREDITACION INTERNACIONAL ANTE EL ACREDITATION INTERNATIONAL ROYAL INSTITUTE OF BRITISH ARCHITECTS  RIBA (2/2),CERRADO,2006,ARCHIVO HISTORICO,1,40,,12/01/2005,08/03/2006,,,DC,,,RO,21,A,3,4,69,1188,,,B21-LA-ES3-EN4-CJ69-CP1188,CARRERA ARQUITECTURA,"CONTINUACION DOCUMENTO PARA LA ACREDITACION
SYLLABUS DEL PROGRAMA",5,63,PONTIFICIA UNIVERSIDAD JAVERIANA,VICERRECTORIA ACADEMICA,FACULTAD DE ARQUITECTURA Y DISEÑO,CARRERA DE ARQUITECTURA,CARPETA,ARCHIVO HISTORICO,CARPETA 2/2,,CONSERVACION TOTAL,,,PENDIENTE,MAESTDPVRACFACADPRECAR2023
,VRAC-FAC-AD-PRE-CAR,BOG,,ACREDITACION,,ACREDITACION DE PROGRAMAS ACADEMICOS,,ACREDITACION INTERNACIONAL ANTE EL ACREDITATION INTERNATIONAL ROYAL INSTITUTE OF BRITISH ARCHITECTS  RIBA (1/2),CERRADO,2007,ARCHIVO HISTORICO,2,148,,08/02/2006,01/10/2007,,,DC,,,RO,21,A,3,4,69,1189,,,B21-LA-ES3-EN4-CJ69-CP1189,CARRERA ARQUITECTURA,"COMUNICADOS OFICIALES
DOCUMENTO PARA LA ACREDITACION
SYLLABUS DEL PROGRAMA
CORREOS ELECTRONICOS",6,64,PONTIFICIA UNIVERSIDAD JAVERIANA,VICERRECTORIA ACADEMICA,FACULTAD DE ARQUITECTURA Y DISEÑO,CARRERA DE ARQUITECTURA,CARPETA,ARCHIVO HISTORICO,CARPETA 1 DE 2,,CONSERVACION TOTAL,,,PENDIENTE,MAESTDPVRACFACADPRECAR2023
,VRAC-FAC-AD-PRE-CAR,BOG,,ACREDITACION,,ACREDITACION DE PROGRAMAS ACADEMICOS,,ACREDITACION INTERNACIONAL ANTE EL ACREDITATION INTERNATIONAL ROYAL INSTITUTE OF BRITISH ARCHITECTS  RIBA (2/2),CERRADO,2009,ARCHIVO HISTORICO,2,116,,08/08/2006,03/10/2009,,,DC,,,RO,21,A,3,4,69,1190,,,B21-LA-ES3-EN4-CJ69-CP1190,CARRERA ARQUITECTURA,"CARTAS
RESOLUCION
CONTENIDO DE LA ACREDITACION
RECOMENDACIONES",7,65,PONTIFICIA UNIVERSIDAD JAVERIANA,VICERRECTORIA ACADEMICA,FACULTAD DE ARQUITECTURA Y DISEÑO,CARRERA DE ARQUITECTURA,CARPETA,ARCHIVO HISTORICO,FOLIO 116 INCLUYE 2 CDS E INVITACIONES,,CONSERVACION TOTAL,,,PENDIENTE,MAESTDPVRACFACADPRECAR2023
,VRAC-FAC-AD-PRE-CAR,BOG,,ACREDITACION,,ACREDITACION DE PROGRAMAS ACADEMICOS,,ACREDITACION NACIONAL VOLUNTARIA ANTE EL CONSEJO NACIONAL DE ACREDITACION,CERRADO,2009,ARCHIVO HISTORICO,1,82,,13/09/2004,14/04/2009,,,DC,,,RO,21,A,3,4,69,1191,,,B21-LA-ES3-EN4-CJ69-CP1191,CARRERA ARQUITECTURA,"CARTAS
CONTENIDO DE LA ACREDITACION
RECOMENDACIONES
DOCUMENTOS MAESTROS DE LA ACREDITACION VOLUNTARIA
SYLLABUS",8,66,PONTIFICIA UNIVERSIDAD JAVERIANA,VICERRECTORIA ACADEMICA,FACULTAD DE ARQUITECTURA Y DISEÑO,CARRERA DE ARQUITECTURA,CARPETA,ARCHIVO HISTORICO,,,CONSERVACION TOTAL,,,PENDIENTE,MAESTDPVRACFACADPRECAR2023
,VRAC-FAC-AD-PRE-CAR,BOG,,ACREDITACION,,ACREDITACION DE PROGRAMAS ACADEMICOS,,ACREDITACION INTERNACIONAL ANTE EL ACREDITATION INTERNATIONAL ROYAL INSTITUTE OF BRITISH ARCHITECTS RIBA,CERRADO,2009,ARCHIVO HISTORICO,3,37,,19/03/2008,15/08/2009,,,DC,,,RO,21,A,3,4,69,1192,,,B21-LA-ES3-EN4-CJ69-CP1192,CARRERA ARQUITECTURA,"COMUNICADOS OFICIALES
NOTAS
CARTAS
MEMORANDOS",9,67,PONTIFICIA UNIVERSIDAD JAVERIANA,VICERRECTORIA ACADEMICA,FACULTAD DE ARQUITECTURA Y DISEÑO,CARRERA DE ARQUITECTURA,CARPETA,ARCHIVO HISTORICO,FOLIO 37 UN ANILLADO,,CONSERVACION TOTAL,,,PENDIENTE,MAESTDPVRACFACADPRECAR2023
,VRAC-FAC-AD-PRE-CAR,BOG,,ACREDITACION,,ACREDITACION DE PROGRAMAS ACADEMICOS,,ACREDITACION NACIONAL VOLUNTARIA ANTE EL CONSEJO NACIONAL DE ACREDITACION,CERRADO,2012,ARCHIVO HISTORICO,2,62,,01/08/2011,31/12/2012,,,DC,,,RO,21,A,3,4,69,1193,,,B21-LA-ES3-EN4-CJ69-CP1193,CARRERA ARQUITECTURA,"DOCUMENTO MAESTRO PARA LA ACREDITACION VOLUNTARIA
CURRICULO VIGENTE DE 2008 A 2012",10,68,PONTIFICIA UNIVERSIDAD JAVERIANA,VICERRECTORIA ACADEMICA,FACULTAD DE ARQUITECTURA Y DISEÑO,CARRERA DE ARQUITECTURA,CARPETA,ARCHIVO HISTORICO,,,CONSERVACION TOTAL,,,PENDIENTE,MAESTDPVRACFACADPRECAR2023
,VRAC-FAC-AD-PRE-CAR,BOG,,ACREDITACION,,ACREDITACION DE PROGRAMAS ACADEMICOS,,ACREDITACION INTERNACIONAL ANTE EL ACREDITATION INTERNATIONAL ROYAL INSTITUTE OF BRITISH ARCHITECTS RIBA,CERRADO,2013,ARCHIVO HISTORICO,4,113,,17/02/2011,25/06/2013,,,DC,,,RO,21,A,3,4,69,1194,,,B21-LA-ES3-EN4-CJ69-CP1194,CARRERA ARQUITECTURA,"COMUNICADOS OFICIALES
DOCUMENTO PARA LA ACREDITACION
SYLLABUS DEL PROGRAMA
CORREOS ELECTRONICOS
RECOMENDACIONES",11,69,PONTIFICIA UNIVERSIDAD JAVERIANA,VICERRECTORIA ACADEMICA,FACULTAD DE ARQUITECTURA Y DISEÑO,CARRERA DE ARQUITECTURA,CARPETA,ARCHIVO HISTORICO,,,CONSERVACION TOTAL,,,PENDIENTE,MAESTDPVRACFACADPRECAR2023
,VRAC-FAC-AD-PRE-CAR,BOG,,ACREDITACION,,ACREDITACION DE PROGRAMAS ACADEMICOS,,ACREDITACION NACIONAL  VOLUNTARIA ANTE EL CONSEJO NACIONAL DE ACREDITACION,CERRADO,2014,ARCHIVO HISTORICO,1,69,,12/08/2013,29/07/2014,,,DC,,,RO,21,A,3,5,70,1195,,,B21-LA-ES3-EN5-CJ70-CP1195,CARRERA ARQUITECTURA,"CARTAS
CONTENIDO DE LA ACREDITACION
RECOMENDACIONES
DOCUMENTOS MAESTROS DE LA ACREDITACION VOLUNTARIA",12,70,PONTIFICIA UNIVERSIDAD JAVERIANA,VICERRECTORIA ACADEMICA,FACULTAD DE ARQUITECTURA Y DISEÑO,CARRERA DE ARQUITECTURA,CARPETA,ARCHIVO HISTORICO,EN EL FOLIO 69 HAY 4 ANILLADOS DE LOS DOCUMENTOS MAESTROS PARA LA ACREDITACIÓN VOLUNTARIA ,,CONSERVACION TOTAL,,,PENDIENTE,MAESTDPVRACFACADPRECAR2023
,VRAC-FAC-AD-PRE-CAR,BOG,,ACREDITACION,,ACREDITACION DE PROGRAMAS ACADEMICOS,,ACREDITACION NACIONAL VOLUNTARIA ANTE EL CONSEJO NACIONAL DE ACREDITACION,CERRADO,2014,ARCHIVO HISTORICO,3,4,,29/07/2014,29/07/2014,,,DC,,,RO,21,A,3,5,70,1196,,,B21-LA-ES3-EN5-CJ70-CP1196,CARRERA ARQUITECTURA,"ACTA DE APROBACION Y RESOLUCION DE APROBACION DE LA ACREDITACION
DOCUMENTO MAESTRO",13,71,PONTIFICIA UNIVERSIDAD JAVERIANA,VICERRECTORIA ACADEMICA,FACULTAD DE ARQUITECTURA Y DISEÑO,CARRERA DE ARQUITECTURA,CARPETA,ARCHIVO HISTORICO,FOLIO 4 ANILLADO CON DOCUMENTO MAESTRO,,CONSERVACION TOTAL,,,PENDIENTE,MAESTDPVRACFACADPRECAR2023
,VRAC-FAC-AD-PRE-CAR,BOG,,ACREDITACION,,ACREDITACION DE PROGRAMAS ACADEMICOS,,ACREDITACION INTERNACIONAL ANTE EL ACREDITATION INTERNATIONAL ROYAL INSTITUTE OF BRITISH ARCHITECTS RIBA,CERRADO,2016,ARCHIVO HISTORICO,6,33,,08/02/2016,10/10/2016,,,DC,,,RO,21,A,3,5,70,1197,,,B21-LA-ES3-EN5-CJ70-CP1197,CARRERA ARQUITECTURA,"COMUNICADOS OFICIALES
DOCUMENTOS
CONTRATOS",14,72,PONTIFICIA UNIVERSIDAD JAVERIANA,VICERRECTORIA ACADEMICA,FACULTAD DE ARQUITECTURA Y DISEÑO,CARRERA DE ARQUITECTURA,CARPETA,ARCHIVO HISTORICO,,,CONSERVACION TOTAL,,,PENDIENTE,MAESTDPVRACFACADPRECAR2023
