,,,,,,,,,
,3,05/07/2012,"Eliminación libros de matricula, informe de avance del proyecto de Archivos Adminsitrativos en Segunda Etapa, eliminación de archivos, cambio de carpetas, presentación de las TRD de la Vicerrectoría Administrativa

Se aprueba la eliminación de los libros de matrícula luego de una revisión por parte del comité.

Una vez se aplicaron las TVD a los archivos de segunda edad que se enuentran el Suppla, se evidenció una inconsistencia en el número de porcentaje.

Se aprueba la eliminación de archivos de la oficina de tesorería, la oficina de suministros, y  la oficina de costos y presupuestos cuales corresponden a cheques anulados, coletillas de cheques, memorandos y registros de proveedores; reportes de juntas de compras de 2003-2004, copias de facturas nacionalesn de 2003, 2005 y 2006, órdenes de compra, reportes de entrega outsourcing, registro de proveedores, pedidos, listados de órdenes de compra, solicitudes de giro, cotizaciones; 189 libros empastados de traslados presupuestales.

Cambio de carpetas de yute a carpetas de 3 solapas con ph neutro, sin gancho legajador, con cierre en las esquinas, a menor costo que las de yute tradicionales.

El comité solicita un estudio de mercado para valorar cantidad y costos de reciclaje frente a costos de material nuevo y tiempos para archivar los documentos de gestión.

Se aprueban las TRD de la Vicerrectoría Administrativa exceptuando las de las oficinas de Desarrollo de Planta Física y la oficina de Organización y Método","Diapositivas sobre el informe de avance del Proyecto de Archivos Administrativos – Segunda etapa

Circular de seceretaría general sobre la eliminaicón de exámenes, sobre la eliminación de documentos de los aspirantes no admitidos

Correo reunión sobre sistema de informaicón documental, solicitud eliminaicón Dirección Financiera","TRD aprobadas:
Vicerrectoría administrativa
Dirección financiera
Oficina de apoyo financiero
Oficina de tesorería
Oficina de contabilidad
Oficina de contabilidad Fundación Julio Ramíres Johns
Oficina de contabilidad Fundación Cultural Javeriana Esterio
Oficina de contabilidad Fundación Santa Apolina
Oficina de contabilidad Fundación Ernesto Castellanos
Oficina de contabilidad Fundación Instituto Geofísico Universidad Javeriana
Oficina de contabilidad Fundación Fumio Ito
Oficina de contabilidad Fundación Luis Carlos Galán
Oficina de cuentas por pagar
Oficina de costos y presupuesto
Dirección de gestión humana
Oficina de relaciones laborales
Oficina de selección
Oficina de desarrollo humano
Dirección de tecnologías de información
Oficina de sistemas de informaicón
Oficina de infraestructura del TIC
Oficina de servicios a usuarios
Asistencia de seguridad informática
Asistencia de proyectos y aseguramiento de la calidad
Dirección de recursos físicos
Oficina de activos fijos
Oficina de administración de campus
Oficina de construcciones
Dirección de servicios universitarios
Oficina de servicios de alimentación
Oficina de suministros
Oficina de servicios generales",Sí,"Eliminación de archivos de la oficina de tesorería, la oficina de suministros, y  la oficina de costos y presupuestos y solicitud de un estudio de mercado para calcular costos y pérdidas",Híbrido,
,4,30/08/2012,"Porpuesta para la eliminación de Historias Clínicas de la Fundación Instituto Naurológico de Colombia 
La Dirección de Servicios Universitarios se compormete a solicitar conceptos sobre el interés de conservar y digitalizar las historias clínicas al decano académico de la Facultad de Medicina, a la directora de la Dirección de Investigación, al director científico del Hopsital San Ignacio y al director de Neurología del Hospital ","Diapositivas sobre la propuesta de eliminación  de las historias clínicas  de la Fundación Instituto Neurológico de Colombia.

Tabla de las TRDs aprobadas por el comité del Sistema General de Archivos

Solicitud para que la sección Cali haga parte del Sistema General de Archivos
Correos sobre el manejo de las histoiras clínicas",,Sí,Popuesta y acuerdos para la eliminación de las historias clínicas de la Fundación Instituto Neurológico de Colombia.,Híbrido,
,5,07/12/2012,"Presentación del informe del proyecto sobre la aplicaión de las TVD, el estado de las transferencias documentales, el informe financiero, ejecución presupuestal, estadísticas de la Mesa de Servicios
Archivísticos y el servicio de consulta a las Unidades

Para poder eliminar las historias clínicas del Instituto Neurológico de Colombia, se debe esperar la respuesta del Ministerio de Salud al derecho de petición interpuesto por la Universidad.

Se aprueba la eliminación de exámenes, salvo que haya un proceso disciplinario en curso el cual debe seguir el procedimiento y tiempos establecidos en el Reglamento de Estudiante.

No se consideró el tema sobre el reciclaje de las carpetas y tampoco se aprobó la compra de carpetas de cuatro solapas para los archivos de gestión.
","Diapositivas Informe consolidado del Proyectoa 30 de noviembre del 2012

Resolución No. 566 de 2012

Acuerdo No. 562 de 2012

Resolución No. 558 de 2011

Reglamento Orgánico de la Seccional de Cali

Carta al Instituto Neurológico de Bogotá del 26 de octubre de 1998

Acta No. 253 del 2000 de la junta directiva del Instituto Neurológico de Colombia 

Carta a la doctora Myriam Marín Cortes del 16 de abril de 2001

Carta al padre Gerardo Remolina Vargas del 16 de octubre de 1998","TRD aprobadas:
Dirección de comunicaciones
Oficina de información y prensa
Biblioteca general Alfonso Borrero Cabal S.J
Oficina de organización y métodos
Oficina de desarrollo de la planta física
Facultad de educación-secretaría de facultad
Facultad de comunicación y lenguaje-secretaría de facultad
Centro de gestión cultural
Programa de asesoría familiar",Sí,"Informe sobre el Proyecto y sus resultados.

Eliminación de las historias clínicas del Instituto Neurológico de Colombia,

Reciclaje y compra de carpetas para el archivo de gestión.",Híbrido,
,6,15/03/2013,"Aprobación de TRD con visto bueno, directrices para eiliminación de exámenes según procedimiento publicado SC-p42, aprobación de elaboración de indicadores de consulta archivos administrativos

La Pontificia Universidad de Cali se añade como la cuarta dimensión del Sistema General de Archivos de la Universidad, representado por el Dr. Pablo Rubén Vernaza, Secretario General de la Universidad, y a la Archivista Sandra Rodríguez quien acaba de ser nombrada Coordinadora de Archivos Administrativos.

Se explicó el procedimiento de estudio, elaboración, revisiones y aprobación de las TRD y cómo intervienen cada una de las partes involucradas. Asimismo, se hace lectura de las Unidades a las cuales se les aprueban las Tablas en este día.

Se acuerda que, antes de eliminar los exámenes escritos que no hayan sido entregados a los estudiantes o reclamados por estos, se conservarán en las Secretarías de Facultad por el tiempo de un año contado a partir de la fecha de finalización del período académico en curso. Una vez expirado este tiempo, se procede a eliminalos. En el caso de que hayan procesos disciplinarios en curso, se remiten a la Dirección Jurídica
luego de lo cual se sigue el procedimiento establecido en el Reglamento de Estudiantes.

Se acuerda que los diplomas originales, en latín y duplicados, con sus actas de grado individuales que no hayan sido reclamados por los graduados se conservarán en las Secretarías de Facultad por un tiempo de seis meses contados a partir de la fecha de expedición del diploma. Cumplido este tiempo, los diplomas no reclamados, serán enviados por los Secretarios de Facultad al Archivo Histórico Javeriano Juan Manuel Pacheco, S.J., para su custodia por dos años contados a partir de la fecha de la recepción en esta Unidad. El Archivo Histórico procederá a su eliminación al cumplirse el tiempo establecido.

Se aprueba la propuesta de elaborar indicadores de las consultas que hacen las unidades sobre los archivos administrativos","Listado consolidado de las oficinas a las cuales se les ha aprobado sus Tablas de Retención Documental.

Correo del plan de trabajo de aplicaión de TVD
Extracto acta No. 223 del 04 de abril de 0132","TRD aprobadas:
Secretaría privada
Oficina de promoción institucional
Oficina de admisiones y registro académico
Vicerrectoría del medio universitario
Asistencia para el bienestar universitario
Asistencia para la promoción de identidad javeriana
Asistencia para el fomento de grupos estudiantiles
Programa de educación continua-Facultad de ciencias jurídicas
Programa de educación continua-Facultad de ciencias
Programa de educación continua-Facultad de artes
Programa de educación continua-Facultad de odontología
Programa de educación continua-Facultad de arquitectura y diseño
Programa de educación continua-Facultad de ciencias políticas
Programa de educación continua-Facultad de comunicación y lenguaje
Programa de educación continua-Facultad de enfermería
Programa de educación continua-Facultad de estudios ambientales y rurales
Programa de educación continua-Facultad de filosofía
Programa de educación continua-Facultad de ingeniería
Programa de educación continua-Facultad de medicina
Programa de educación continua-Facultad de psicología
Programa de educación continua-Facultad de teología
Facultad de arquitectura y diseño-decanatura académica
Facultad de ciencias-decanatura académica
Facultad de ciencias económicas y administartivas-decanatura académica
Facultad de ciencias sociales-decanatura académica
Facultad de comunicación y lenguaje-decanatura académica
Facultad de estudios ambientales y rulales-decanatura académica
Facultad de enfermería-decanatura académica
Facultad de educación-decanatura académica
Facultad de medicina-decanatura académica
Facultad de odontología-decanatura académica
Facultad de psicología-decanatura académica
Facultad de derecho canónico-decanatura académica
Facultad de artes-decanatura académica
Facultad de arquitectura y diseño-decanatura del medio universitario
Facultad de ciencias-decanatura del medio universitario
Facultad de ciencias económicas y administrativas-decanatura del medio universitario
Facultad de ciencias jurídicas-decanatura del medio universitario
Facultad de comunicación y lenguaje-decanatura del medio universitario
Facultad de estudios ambientales y ruales-decanatura del medio universitario
Facultad de enfermería-decanatura del medio universitario
Facultad de odontología-decanatura del medio universitario
Facultad de psicología-decanatura del medio universitario
Facultad de artes-secretaría de facultad
Facultad de ciencias-secretaría de facultad
Facultad de ciencias sociales-secretaría de facultad
Facultad de ciencias económicas y administrativas-secretaría de facultad
Facultad de ciencias jurídicas-secretaría de facultad
Facultad de ciencias políticas-secretaría de facultad
Facultad de estudios ambientales y rurales-secretaría de facultad
Facultad de enfermería-secretaría de facultad
Facultad de medicina-secretaría de facultad
Facultad de psicología-secretaría de facultad
Facultad de odontología-secretaría de facultad
Facultad de teología-secretaría de facultad
Facultad de ingeniería-secretaría de facultad",Sí,"Anexión de la Javeriana de Cali como la cuarta dimensión del Sistema General de Archivos de la Universidad.

Información sobre la creación de las TVD.

Eliminación de exámenes escritos y diplomas no reclamados.",Híbrido,
,7,30/05/2013,"Necesidad creación sistema de gestión documental, estudio con otras Universidades y tipo s sw, oficilización de la seccional Cali en el Sistema General de Archivos de la Universidad, Informe de la Vicerrectoría Administrativa sobre el proyecto Suppla

Se expresa la necesidad de crear el Sistema de Gestión Documental de la Universidad, de la mano con otras instituciones como la Universidad Cooperativa y la Seccional Cali en este tema de
gestión documental para determinadas series documentales; así mismo revisar lo que las empresas productoras de software de gestión documental ofrecen en el mercado.

Mediante Acta 223 del 4 de abril de 2013 se aprueba la participación de la Seccional en el Sistema General de Archivos de la Universidad. 

Se reconoce que la sección de Cali posee autonomía para particularizar procesos. Sin embargo se acuerda que los puntos en común entre Bogotá y Cali son: las TVD y las TRD,  Cuadro de Clasificación Documental , los acuerdos del Comité y un concepto único de Archivo Histórico Javeriano con tres sedes.

Se presenta el informe de la Vicerrectoría Administrativa sobre el proyecto con Suppla.","Circular No. 004 de 2013

Circular No. 003 de 2013

Manual de Archivo de enero de 2013

Memorando del 22 de agosto de 2013 sobre Cuadros Documentales
Informe economico consolidado y estadistico de mayores consultas por temas y 21 TRD consolidadas,","TRD aprobadas:
Oficina de protocolo
Oficina de gestión de donaciones
Dirección jurídica
Centro pastoral San Fancisco Javier
Centro de asesoría psicológica
Centro javeriano de formación deportiva
Programa universidad saludable
Programa javeriano por la justicia y por la paz
Facultad de artes-decanatura académica
Facultad de ciencias jurídicas-decanatura académica
Facultad de ciencias políticas-decanatura académica
Facultad de filosofía-decanatura académica
Facultad de ingeniería-decanatura académica
Facultad de teología-decanatura académica
Facultad de ciencias políticas-decanatura del medio universitario
Facultad de ingeniería-decanatura del medio universitario
Facultad de medicina-decanatura del medio universitario
Facultad de teología-decanatura del medio universitario
Facultad de arquitectura-secretaría de facultad
Facultad de filosofía-secretaría de facultad
Programa de educación continua-Facultad de ciencias económicas y administrativas",Sí,"Aprobación de la seccional de Cali al Sistema General de Archivos de la Universidad.

Informe de la Vicerrectoría Administrativa sobre el proyecto con Suppla.",Híbrido,
,8,15/11/2013,"Proyecto de Gestión Documental, Informe de las Reuniones participación internacional y en Red Iberoamericana de archivos, Informe de proyectos especiales, Informe del proyecto de organización de archivos Administrtivos,

Se acuerda que, para llevar a cabo un Proyecto de Gestión Documental en la Universidad Javeriana es importante conocer implementaciones que hayan realizado instituciones, públicas y privadas, del sector educativo o fuera de él, que tengan procesos de gestión documental para poder aproximarnos a metodologias herramientas, software, etc.,  para construir un modelo de gestión y tomar la mejor decisión en cuanto a herramientas tecnológicas más adecuadas para el desarrollo del proyecto","informes Aprendizajes, informe de proyectos especiales e informe del proyecto suppla

Informe de participación en el VI congreso iberoamericano de archivos universitarios, 

Informe de participaciónen la primera jornada internacional de archivos del Perú

Proyecto de organización archivo satélite oficina de relaciones laborales
",,Sí,"Propuesta del proyecto de gestión documental

Informes de aprendizaje

Informe de proyectos especiales: Hojas de Vida de la Oficina de Relaciones Laborales, Pinacoteca, Serie Correspondencia.

Informe de avance del Proyecto de Organización de Archivos Administrativos en la Universidad ",Híbrido,
,9,25/04/2014,"Informe del proyecto costos y general del proyecto Suppla, se aprueban 92 TRD y quedan pendientes 27 por firma del directivo

Se aprueba la eliminación de documentos copiados de los siguientes departamentos: Dirección deAsuntos Profesorales, Facultades de Arquitectura y Diseño, Ciencias Jurídicas, Enfermería, Medicina, Odontología, Archivo Histórico Javeriano, Oficina de Relaciones Laborales, Servicios de Alimentación y del Instituto Neurológico de Colombia.

Se aprueba la eliminación de diplomas de educación continua los cuales, como los depregrado y posgrado, deben ser transferirlos al Archivo Histórico Javeriano y una vez, cumplido el plazo de dos años, eliminar.","Informe Archivos Administrativos

CD Dirección de servicios universitarios

Memorando sobre remisión de TRD para firmas del 10 abril de 2014 y  24 de abril de 2014

Metodología de eliminación de la oficina de servicios generales

CD con 120 TRD aprovadas por el Comité y cuadros de clasificiaón documental","TRDs aprovadas:

Rectoría:
Oficina del rector

Vicerrectoría académica:
Vicerrector académico
Dirección de programas académicos
Centro ático

Vicerrectoría de investigación:
Dirección de investigación
Dirección de innovación
Instituto de bioética

Vicerrectoría de extensión y relaciones interinstitucionales:
Vicerrector de extensión y relaciones interinstitucionales
Dirección de consultorías
Dirección de relaciones con egresados
Dirección de asuntos internacionales
Subcentro de riesgos profesionales y salud ocupacional

Vicerrectoría administrativas:
Oficina de control de giros

Facultades:
Facultad de arquitectura y diseño: 1 posgrado
Facultad de artes: 3 departamentos, 2 programas de pregrado, 2 programas de posgrados
Facultad de ciencias: 6 departamentos, 6 programas de pregrado, 6 programas de posgrados
Facultad de ciencias económicas y administrativas: 5 programas de posgrados
Facultad de ciencias jurídicas: 6 departamentos, 1 programa de pregado y 16 programas de posgrados
Facultad de ciencias sociales: 1 departamentos, 2 programas de pregrado, 5 programas de posgrados
Facultad de comunicacióm y lenguaje: 1 departamento
Facultad de derecho canónico: 2 programas de posgrado
Facultad de educación: 1 depatamento, 2 programas de pregado, 1 programa de posgrado
Facultad de enfermería: 2 departamentosx
Facultades de estudios ambientales y ruales: 1 departamento, 5 programas de posgrado
Facultad de filosofía: 1 departamento. 2 programas de pregrado, 2 programas de posgrados
Facultad de ingeniería: 2 departamentos
Facultad de medicina: 13 departamentos, 1 programa de pregrado, 31 programas de posgrados
Facultad de odontología: 4 departamentos
Facultad de teología: 3 programas de pregado, 2 programas de posgrados",Sí,"Eliminación de documentos copiados en departamentos de la Universidad

Eliminación de diplomas de educación continua",Híbrido,
,10,17/10/2014,"Presentación del Informe del contrato con Suppla 30 de septiembre de 2014, 

se aprueban 44 TRD de las siguientes unidades: 
vicerrectoría de extensión y relaciones internacionales: dirección de asuntos internacionales, subcentro de riesgos profesionales y salud ocupacional
vicerrectoría administrativa: oficina de control de giros

Con el visto bueno de la Dirección Jurídica se aprueba la eliminación de los documentos presentados por la CAA. Eliminación de archivos del CAA","Informe de  avance del proyecto de organización de achivo de la PUJ etapa II

Diapositivas resultado encuenta primer semestre archivos adminsitrativos  2014

Correo TRD uniades particulares para validación

Diapositivas La Gestión Documental en la Universidad Javeriana

Memorando del 10 de diciembre sobre remisión de los directorios de la facultad de arquidiseño para eliminación","TRDs aprobadas se encuentran en un CD

TRDs aprovadas:

Vicerrectoría de extensión y relaciones interinstitucionales:
Dirección de asuntos internacionales
Subcentro de riesgos profesionales y salud ocupacional

Vicerrectoría administrativa:
Oficina de control de giros

Facultad de arquitectura y diseño:
Instituto Carlos Arbeláez Camacho para el patrimonio arquitectónico y urbano ICAC
Instituto javeriano de vivienda y urbanismo INJAVIU
Programa de estudios internacionales
Proyecto génesis

Facultad de artes:
Programa infantil y juvenil
Oficina de conciertos, exposiciones y eventos

Facultad de ciencias:
Centro de orientación nutricional
Centro de servicios
Instituto de errores innatos del metabolismo
Unidad de ciencias biomédicas
Oficina de preuniversitarios y asiganaturas de libre escogencia

Facultad de ciencias económicas y administrativas:
Centro javeriano para la competitivad empresarial
Instituto de políticas de desarrollo
Oficina de prácticas

Facultad de ciencias jurídicas:
Departamento de derecho laboral
Departamento de derecho privado
Departamento de derecho procesal
Departamento de derecho penal
Departamento de derecho público y constitucional
Departamento de filosofía e historia del derecho
Departamento de derecho económico
Doctorado en ciencias jurídicas
Consultorio jurídico

Facultad de ciencias políticas y relaciones internacionales:
Departamento de relaciones internacionales

Facultad de derecho canónico:
Consultorio jurídico

Facultad de estudios ambientales y rurales:
Instituto de estudios ambientales para el desarrollo IDEADE
Instituto de estudios rurales

Facultad de ingeniería:
Instituto geofísico
Centro de ergonomía

Facultad de medicina
Departamento demorfología
Departamento de epidemiología clínica y bioestadística
Centro de simulación clínica
Instituto de envejecimiento 
Instituto de genética humana
Oficina de preuniversitaria

Facultad de odontología:
Departamento de sistema dentario
Unidad de clínicas
Programa técnico laboral

Facultad de psicología:
Consultores en psicología
Oficina de preuniversitarios

Facultad de teología:
Oficina de publicaciones
",Sí,"Informe del contrato con la empresa Suppla
Eliminación de archivos del CAA
Aprovación de TDR",Híbrido,
,11,16/04/2015,"Avance de proyecto de organización de Archivos de la Universidad, segunda etapa. Eliminación de archivos según circular

Presentación del Informe del Proyecto de Gestión Documental

La Coordinación de Archivos Administrativos es la encargada de pasar por las unidades con  mayor volumen para eliminar, con el fin de iniciar las depuraciones del fondo acumulado. Según la TVD se levanta un acta de aprobación de la eliminación de los volúmenes a descartar. Si hay acuerdo se firma el acta entre las partes y se remite a la Dirección Jurídica para concepto. Si no existe acuerdo con las unidades, estas deben justificar por escrito el por qué no deben eliminarse estos documentos, y se remiten igualmente estos documentos: justificación y acta para que la Dirección Jurídica emita su concepto.

los documentos aprobados para eliminar fueron formularios de inscripción, exámenes supletorios y parciales de  la oficina de Promoción Institucional, Facultad de Educación, Facultad de Arquitectura y Diseño, Centro de Gestión Cultural, el Instituto de Genética y del Departamento de Ciencias Fisiológicas de la Facultad de Medicina, historias clínicas

40 TRD aprobadas de la seccional de Cali","Informe avance PAA 2da. etapa, Circular N. 004/2013, Circular N. 004/2013, 3 cd TRD aprobadas por el comité

Memorando del 19 de enero de 2015 sobre concepto técnico eliminación de directorios

CD con las TRD de la Oficina de Servicios Generales aprobado por el Comité de marzo 2015, y 2 CDs de abril 2015

Circular No. 004 de 2013 sobre eliminación de exámenes

Circular No. 003 de 2013 sobre eliminación de diplomas

correo sobre la conservación y eliminación de los documentos de los aspirantes no admitidos y de los admitidos no matriculados

correo sobre el informe para CSGA",,,"proyecto de organización de Archivos de la Universidad, segunda etapa
eliminación de archivos",,
,12,02/07/2015,"Avance de proyecto de organización de Archivos de la Universidad corte 21/1/2011 a 31/05/2015,

depuración del fondo documental acumulado

Estado de las TRD: se tienen 373 TRD vigentes de las cuales 33 vigentes hasta 2014 corresponden a las Tablas de las Decanaturas Académicas, Decanaturas del Medio Universitario y Programas de Educación Continua.

Se aprueban 18 TRD correspondientes a las Secretarías de Facultad de las 18 Facultades de la PUJ sede Bogotá.

Se aprueban 38 TRD de Cali  por el Comité del Sistema General de Archivos de la PUJ y 64 que se están trabajando actualmente. El Comité valida las 38 TRD  de la Rectoría, Vicerrectoría Administrativa, Vicerrectoría Académica, Vicerrectoría del Medio Universitario, Facultad de Ciencias Económicas y Administrativas, Facultad de Humanidades y Ciencias Sociales, Facultad de Ciencias de la Salud.

Se eliminaron archivos de las siguientes oficinas: Dirección Financiera, Facultad de Ingeniería, Oficina de Relaciones Laborales, Facultad de Ciencias Jurídicas, Oficina de Tesorería, Facultad de Medicina, Facultad de Odontología, Facultad de Ciencias Económicas y Administrativas, Facultad de Psicología y el Archivo Histórico Javeriano; por otro lado, se eliminaron historias clínicas de la facultad de medicina. según relación de anexo, informe de gestión Archivo Cali ","Informe avance PAA 2da. Etapa, Informe Archivo central Cali

","TRDs aprovadas en la seccional Cali:
Rectoría:
Oficina de relaciones internacionales
Oficina de comunicaciones
Emisora javeriana estéreo
Oficina de responsabilidad social

Vicerrectoría administrativa:
Oficina de gestión humana
Servicios operacionales
Contratabilidad y presupuestos
Oficina de tesorería
Oficina de financiación y cartera
Oficina de compras y servicios especiales

Vicerrectoría académica:
Oficina de gestión estudiantil
Oficina de consultoría y educación continua
Oficina de registro académico y admisiones
Oficina de promociones institucional
Sello editorial javeriano
Biblioteca general

Vicerrectoría del medio universitario
Oficina del vicerrector del medio universitario
Centro de bienestar
Centro de expresión cultural
Centro deportivo
Centro San Francisco Javier

Facultad de ciencias económicas y administrativas:
Decanatura académica de la facultad de ciencias económicas y administrativas
Secretaría de la facultad de ciencias económicas y administrativas
Departamento de contabilidad y finanzas
Departamento de economía
Departamento de gestión de organizaciones
Carrera de administración de empresas
Carrera de contaduría pública
Carrera de negocios internacionales
Carrera de economía

Facultad de humanidades y ciencias sociales:
Carrera de ciencias políticas
Carrera de comunicación
Carrera de derecho-consultorio jurídico
Carrera de filosofía
Carrera de psicología

Facultad de ciencias de la salud:
Secretaría de la facultad de ciencias de la salud
Carrera de medicina

Facultad de ingeniería
Carrera de matemáticas aplicadas

TRDs aprovadas en PUJ Bogotá:
Oficinas:
Rectoría
Oficina jurídica
Secretaría general
Archivo central
Oficina de comunicaciones
Oficina de relaciones internacionales
Oficina de relación con los egresados
Oficina de apoyo a la planeación
Oficina de responasbilidad social
Oficina de relaciones universidad entorno
Centro de multimedios
Oficina de servicios informativos
Emisora javeriana estéreo
Oficina del vicerrector administrativo
Gestión humana
Servicios operacionales
Contabilidad y presupuesto
Oficina de tesorería
Oficina de servicios y apoyo financieros
Oficina de compras y servicios especiales
Oficina del vicerrector académico
Oficina de desarrollo académico
Oficina de gestión profesional
Oficina de gestión estudiantil
Oficina de investigación, desarrollo e innovación
Oficina de consultoría y educación continúa
Oficina de apoyo al emprendimiento
Oficina de registro académico y admisiones
Oficina de promoción institucional
Oficina para el fomento del uso de las tecnologías de información y comunicación
Centro de estudios interculturalesx
Sello editorial javeriano
Biblioteca general
Oficina del vicerector del medio universitario
Centro de bienestar
Centro de expresión cultural
Centro deportivo
Centro San Francisco Javier

Facultade de ciencias económicas y administrativas
Decanatura académica de la facultad de ciencias económicas y administrativas
Secretaría de la facultad de ciencias económicas y administrativas
Departamento de contabilidad y finanzas
Departamento de economía
Departamento de gestión de organizaciones
Carrera de administración de empresas
Carrera de contaduría pública
Carrera de negocios internacionales
Carrera de economía
Maestría en administración de empresas-executive MBA
Maestría en administración de empresas-Cali
Maestría en administración de empresas-Pasto
Maestría en administración de empresas-Pereira
Maestría en finanzas
Maestría en mercadeo
Maestría en ciencias económicas y de gestión
Especialización en administración de salud
Especialización en contabilidad financiera internacional
Especialización en finanzas
Especialización en gerencia social
Especialización en gestión tributaria
Especialización en mercadeo
Especialización en negocios internacionales

Facultad de humanidades y ciencias sociales:
Decanatura académica de la facultad de humanidades y ciencias sociales
Secretaría de la facultad de humanidades y ciencias sociales
Departamento de arquitectura, arte y diseño
Departamento de ciencia jurídica y política
Departamento de ciencias sociales
Departamento de comunicación y lenguaje
Departamento de humanidades
Carrera de artes visuales
Carrera de ciencia política
Carrera de comunicación
Carrera de derecho
Carrera de derecho-consultorio jurídico
Carrera de diseño de comunicación visual
Carrera de filosofía
Carrera de psicología
Carrera de arquitectura
Mestría en asesoría familiar-modalidad virtual
Maestría en derecho empresarial
Maestría en familia
Maestría en derechos humanos y cultura de paz
Maestría en psicología de la salud
Especialización en derecho comercial
Especialización en cultura de paz y DIH
Especialización en procesos humanos y desarrollo organizacional
Especialización en neuropsicología infantil
Especialización en seguridad social

Facultad de ciencias de la salud:
Decanatura académica de la facultad de ciencias de la salud
Secretaría de la facultad de ciencias de la salud
Carrera de medicina
Departamento de ciencias básicas de la salud
Departamento de salud pública
Departamento de clínicas médicas
Departamento materno-infantil
Departamento de de clínicas quirúrgicas
Maestría en salud pública

Facultad de ingeniería:
Decanatura académica de la facultad de ingeniería
Secretaría de la facultad de ingeniería
Departamento de ingeniería civil e industrial
Departamento de electrónica y ciencias de la computación
Departamento de ciencias naturales y matemáticas
Carrera de biología
Carrera de ingeniería civil
Carrera de ingeniería de sistemas y computación
Carrera de ingeniería electrónica
Carrera de ingeniería industrial
Carrera de matemáticas aplicadas
Maestría en ingeniería
Maestría en ingeniería civil
Doctorado en ingeniería
Especialización en gerencia de construcciones
Especialización en ingeniería de la calidad
Especialización en logística integral
Especialización en sistemas gerenciales de ingeniería
Centro de automatización y procesos-CAP",,"Presentación del Informe de avance del Proyecto de Organización de Archivos II etapa

Depuración del fondo documental acumulado.

",,
,13,04/12/2015,"Informe PAA 2da. Etapa, Depuración del fondo documental, estado de tablas de retención documental, Propuesta de eliminación de archivo Instituto Geofísico, informe de gestión Archivos Cali, ley 1712 de 2014 

En el infome de gestión para la Javeriana Cali se presenta el listado de 38 TRD aprobadas en la anterior sesión del Comité y que están pendientes para la firma , además se listan 75 TRD que se someten a la aprobación del Comité en esta sesión.
","Informe PAA, Ley 1712 de 2014, oficialización de 42 TRD","TRDs aprovadas en PUJ Bogotá: 
Secretaría de facultad de ciencias económicas y administrativas
Secretaría de facultad de ciencias políticas y relaciones internacionales
Secretaría de facultad de ciencias sociales
Secretaría de facultad de enfermería
Secretaría de facultad de estudios ambientales y rurales
Secretaría de facultad ingeniería

Oficina de protocolo
Editorial Pontificia Universidad Javeriana
Dirección de educación continua
Oficina de relaciones laborales
Oficina de  servicios generales
Oficina de activos fijos
Centro de aseroría psicológicos y salud
Centro pastoral San Francisco Javier
Facultad de artes-decanatura de facultad
Facultad de ciencias económicas y administrativas-decanatura de facultad
Facultad de ciencias económicas y administrativas-carrera de administración de empreeas
Facultad de ciencias económicas y administrativas-departamento de ciencias contables
Facultad de ciencias económicas y administrativas-departamento de administración
Facultad de ciencias jurídicas-decanatura de facultad
Facultad de ciencias políticas y relaciones internacionales-decanatura de la facultad
Facultad de ciencias sociales-carrera de estudios literarios
Facultad de comunicación y lenguaje-decanatura de la facultad
Facultad de derecho canónico-decanatura de la facultad
Facultad de educación-decanatura de la facultad
Facultad de educación-licenciatura en pedagogía infantil
Facultad de enfermería-decanatura de la facultad
Facultad de estudios ambientales y rurales-decanatura de la facultad
Facultad de filosofía-doctorado en filosofía
Facultad de ingeniería-decanatura de la facultad
 Facultad de ingeniería-centro de estudios de ergonomía
Facultad de odontología-decanatura de la facultad
Facultad de psicología-decanatura de la facultad
Facultad de teología-decanatura de la facultad
Facultad de teología-departamento de teología
",,"Informe de avance del Proyecto de Organización de Archivos de la PUJ sede Bogotá segunda etapa

Informe de la gestión de archivos de la Javeriana Cali

Ley 1712 de 2014 (Ley de Transparencia) y Decreto 103 de 2015",,
